category,question,answer,difficulty,grade_level,source,keyword_tag
Biology,What is cancer?,Cancer is a disease where cells divide uncontrollably and may spread to other parts of the body.,Intermediate,Class 12,General,Cancer(variant A)
Biology,What is diabetes?,Diabetes is a condition where the body cannot regulate blood sugar due to insufficient insulin.,Basic,Class 10,General,Diabetes(variant A)
Biology,What is malaria?,Malaria is a disease caused by Plasmodium parasites transmitted through Anopheles mosquito bites.,Basic,Class 10,NCERT,Malaria(variant A)
Biology,What is tuberculosis?,Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis affecting the lungs.,Basic,Class 10,General,Tuberculosis(variant A)
Biology,What is AIDS?,AIDS is a disease caused by HIV virus that weakens the immune system.,Basic,Class 10,NCERT,AIDS(variant A)
Biology,What is dengue?,Dengue is a viral disease transmitted by Aedes mosquitoes causing high fever and joint pain.,Basic,Class 10,General,Dengue(variant A)
Biology,What is COVID-19?,COVID-19 is a disease caused by SARS-CoV-2 coronavirus causing respiratory illness.,Basic,General,General,COVID-19(variant A)
Biology,What is the largest organ of the human body?,The skin is the largest organ of the human body.,Basic,Class 8,General,Largest organ(variant A)
Biology,What is the largest internal organ?,The liver is the largest internal organ of the human body.,Basic,Class 10,General,Largest internal organ(variant A)
Biology,What is the smallest bone in the human body?,The stapes in the ear is the smallest bone in the human body.,Basic,General,General,Smallest bone(variant A)
Biology,What is the longest bone in the human body?,The femur (thigh bone) is the longest bone in the human body.,Basic,General,General,Longest bone(variant A)
Biology,How many bones does the adult human body have?,The adult human body has 206 bones.,Basic,Class 8,General,Human bones(variant A)
Biology,What is the function of the lungs?,The lungs exchange gases: absorbing oxygen from air and releasing carbon dioxide from blood.,Basic,Class 10,NCERT,Lungs(variant A)
Biology,What is the function of the stomach?,The stomach digests food by mixing it with gastric juices containing hydrochloric acid and enzymes.,Basic,Class 10,NCERT,Stomach(variant A)
Biology,What is the function of the small intestine?,The small intestine absorbs nutrients from digested food into the bloodstream.,Basic,Class 10,NCERT,Small intestine(variant A)
Biology,What is the function of the large intestine?,The large intestine absorbs water and electrolytes and eliminates waste as faeces.,Basic,Class 10,NCERT,Large intestine(variant A)
Earth Science,What is the atmosphere?,The atmosphere is the layer of gases surrounding Earth held by gravity.,Basic,Class 7,NCERT,Atmosphere(variant A)
Earth Science,What are the layers of the atmosphere?,Troposphere Stratosphere Mesosphere Thermosphere and Exosphere.,Intermediate,Class 7,NCERT,Atmosphere layers(variant A)
Earth Science,What is the ozone layer?,The ozone layer in the stratosphere absorbs harmful ultraviolet radiation from the Sun.,Basic,Class 10,NCERT,Ozone layer(variant A)
Earth Science,What is the water cycle?,The water cycle is the continuous movement of water through evaporation condensation precipitation and collection.,Basic,Class 7,NCERT,Water cycle(variant A)
Earth Science,What causes rainfall?,Rainfall occurs when water vapour in clouds condenses into droplets heavy enough to fall.,Basic,Class 7,NCERT,Rainfall(variant A)
Earth Science,What is an earthquake?,An earthquake is the shaking of Earth's surface caused by movement of tectonic plates.,Basic,Class 7,NCERT,Earthquake(variant A)
Earth Science,What causes earthquakes?,Earthquakes are caused by the movement and collision of tectonic plates along fault lines.,Basic,Class 7,NCERT,Earthquake cause(variant A)
Earth Science,What is the Richter scale?,The Richter scale measures the magnitude (energy released) of earthquakes.,Basic,Class 7,General,Richter scale(variant A)
Earth Science,What is a volcano?,A volcano is an opening in Earth's crust where molten rock gases and ash erupt.,Basic,Class 7,NCERT,Volcano(variant A)
Earth Science,What is a tsunami?,A tsunami is a series of large ocean waves caused by underwater earthquakes or volcanic eruptions.,Basic,Class 7,General,Tsunami(variant A)
Earth Science,What is the structure of the Earth?,Earth has four layers: crust mantle outer core and inner core.,Basic,Class 7,NCERT,Earth structure(variant A)
Earth Science,What is the crust of the Earth?,The crust is the outermost solid layer of Earth on which we live.,Basic,Class 7,NCERT,Earth crust(variant A)
Earth Science,What is the mantle?,The mantle is the thick layer of hot semi-solid rock between the crust and the core.,Basic,Class 7,NCERT,Earth mantle(variant A)
Earth Science,What is the core of the Earth?,The core is the innermost part of Earth made of iron and nickel.,Basic,Class 7,NCERT,Earth core(variant A)
Earth Science,What are tectonic plates?,Tectonic plates are large pieces of Earth's crust that move slowly on the mantle.,Intermediate,Class 7,NCERT,Tectonic plates(variant A)
Earth Science,What is weathering?,Weathering is the breaking down of rocks minerals and soils through contact with the environment.,Basic,Class 7,NCERT,Weathering(variant A)
Earth Science,What is erosion?,Erosion is the process by which wind water or ice moves weathered material from one place to another.,Basic,Class 7,NCERT,Erosion(variant A)
Earth Science,What is soil erosion?,Soil erosion is the wearing away of topsoil by wind water or human activities.,Basic,Class 7,NCERT,Soil erosion(variant A)
Earth Science,What is a fossil?,A fossil is the preserved remains or traces of a once-living organism found in rock.,Basic,Class 10,NCERT,Fossil(variant A)
Earth Science,What is the age of Earth?,Earth is approximately 4.5 billion years old.,Basic,Class 8,General,Earth age(variant A)
Earth Science,What is the Sun?,The Sun is a star at the centre of our solar system providing light and heat.,Basic,Class 6,NCERT,Sun(variant A)
Earth Science,How far is the Earth from the Sun?,Earth is approximately 150 million km (1 AU) from the Sun.,Basic,Class 8,General,Earth Sun distance(variant A)
Earth Science,What causes seasons?,Seasons are caused by the tilt of Earth's axis as it orbits the Sun.,Basic,Class 6,NCERT,Seasons(variant A)
Earth Science,What causes day and night?,Day and night are caused by Earth's rotation on its own axis.,Basic,Class 6,NCERT,Day night(variant A)
Earth Science,What is the Moon?,The Moon is Earth's natural satellite that orbits Earth once every 27.3 days.,Basic,Class 6,NCERT,Moon(variant A)
Earth Science,What causes tides?,Tides are caused by the gravitational pull of the Moon (and Sun) on Earth's oceans.,Intermediate,Class 8,NCERT,Tides(variant A)
Earth Science,What is a solar eclipse?,A solar eclipse occurs when the Moon comes between the Sun and Earth blocking sunlight.,Basic,Class 8,NCERT,Solar eclipse(variant A)
Earth Science,What is a lunar eclipse?,A lunar eclipse occurs when Earth comes between the Sun and Moon casting a shadow on the Moon.,Basic,Class 8,NCERT,Lunar eclipse(variant A)
Earth Science,What is the Milky Way?,The Milky Way is the galaxy containing our solar system with over 200 billion stars.,Basic,Class 8,General,Milky Way(variant A)
Earth Science,What is a black hole?,A black hole is a region in space with such strong gravity that nothing including light can escape.,Intermediate,Class 8,General,Black hole(variant A)
Earth Science,What is a star?,A star is a luminous ball of plasma held together by gravity undergoing nuclear fusion.,Basic,Class 8,General,Star(variant A)
Earth Science,What is a planet?,A planet is a celestial body orbiting a star that has cleared its orbital neighbourhood.,Basic,Class 8,NCERT,Planet(variant A)
Earth Science,How many planets are in our solar system?,There are 8 planets in our solar system: Mercury Venus Earth Mars Jupiter Saturn Uranus Neptune.,Basic,Class 8,NCERT,Planets(variant A)
Earth Science,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,Basic,Class 8,NCERT,Largest planet(variant A)
Earth Science,What is the smallest planet in our solar system?,Mercury is the smallest planet in our solar system.,Basic,Class 8,NCERT,Smallest planet(variant A)
Earth Science,What is the hottest planet in our solar system?,Venus is the hottest planet due to its thick CO2 atmosphere and greenhouse effect.,Basic,Class 8,General,Hottest planet(variant A)
Earth Science,What is the red planet?,Mars is called the red planet due to iron oxide (rust) on its surface.,Basic,Class 8,General,Red planet(variant A)
Earth Science,What is a comet?,A comet is a small icy body that orbits the Sun developing a tail of gas and dust when near the Sun.,Basic,Class 8,General,Comet(variant A)
Earth Science,What is an asteroid?,An asteroid is a rocky body orbiting the Sun mostly found in the asteroid belt between Mars and Jupiter.,Basic,Class 8,General,Asteroid(variant A)
Earth Science,What is a meteor?,A meteor is a space rock that enters Earth's atmosphere and burns up creating a streak of light.,Basic,Class 8,General,Meteor(variant A)
Earth Science,What is a meteorite?,A meteorite is a meteor that survives the atmosphere and hits Earth's surface.,Basic,Class 8,General,Meteorite(variant A)
Space Science,Who was the first human in space?,Yuri Gagarin of the Soviet Union was the first human in space on April 12 1961.,Basic,General,General,Yuri Gagarin(variant A)
Space Science,Who was the first man on the Moon?,Neil Armstrong was the first man to walk on the Moon on July 20 1969.,Basic,General,General,Moon landing(variant A)
Space Science,What is ISRO?,ISRO (Indian Space Research Organisation) is India's national space agency founded in 1969.,Basic,General,General,ISRO(variant A)
Space Science,What is Chandrayaan?,Chandrayaan is India's lunar exploration program. Chandrayaan-1 launched in 2008 discovered water on Moon.,Basic,General,General,Chandrayaan(variant A)
Space Science,What is Mangalyaan?,Mangalyaan (Mars Orbiter Mission) was India's first interplanetary mission launched in 2013.,Basic,General,General,Mangalyaan(variant A)
Space Science,What is a satellite?,A satellite is any object that orbits a planet. Artificial satellites are man-made and used for communication and observation.,Basic,Class 8,General,Satellite(variant A)
Space Science,What is the International Space Station?,The ISS is a habitable space station orbiting Earth at about 400 km altitude.,Basic,General,General,ISS(variant A)
Space Science,What is a light year?,A light year is the distance light travels in one year approximately 9.46 trillion kilometres.,Basic,Class 8,General,Light year(variant A)
Space Science,What is the nearest star to Earth?,Proxima Centauri is the nearest star to Earth at about 4.24 light years away.,Intermediate,General,General,Nearest star(variant A)
Space Science,What is the Big Bang theory?,The Big Bang theory states that the universe began as an extremely hot dense point about 13.8 billion years ago.,Intermediate,Class 12,General,Big Bang(variant A)
Space Science,What is dark matter?,Dark matter is an invisible form of matter that does not emit light but exerts gravitational effects.,Advanced,General,General,Dark matter(variant A)
Space Science,What is a nebula?,A nebula is a cloud of gas and dust in space often the birthplace of stars.,Intermediate,General,General,Nebula(variant A)
Space Science,What is a supernova?,A supernova is the explosive death of a massive star releasing enormous energy.,Intermediate,General,General,Supernova(variant A)
Space Science,What is the speed of light in km/s?,The speed of light is approximately 300000 km/s or 3 x 10^5 km/s.,Basic,Class 10,NCERT,Speed of light km/s(variant A)
Space Science,What is Aditya L1?,Aditya L1 is ISRO's solar observation spacecraft launched in 2023 to study the Sun.,Basic,General,General,Aditya L1(variant A)
Space Science,What is Gaganyaan?,Gaganyaan is India's first crewed spacecraft mission by ISRO aiming to send humans to space.,Basic,General,General,Gaganyaan(variant A)
Environment,What is pollution?,Pollution is the introduction of harmful substances into the environment.,Basic,Class 8,NCERT,Pollution(variant A)
Environment,What is air pollution?,Air pollution is the presence of harmful substances in the atmosphere.,Basic,Class 8,NCERT,Air pollution(variant A)
