s_no,category,question,answer,difficulty,grade_level,source,keyword_tag
982,Mathematics,What is the area of a rectangle with length 9 cm and width 6 cm?,54 cm²,Basic,Class 7,Nepal Curriculum,Mensuration
983,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Advanced,Class 10,NCERT,Probability
984,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 8,NCERT,Coordinate Geometry
985,Mathematics,What is 57 minus 90?,-33,Basic,Class 9,NCERT,Subtraction
986,Mathematics,What is the area of a rectangle with length 7 cm and width 9 cm?,63 cm²,Medium,Class 6,CBSE,Mensuration
987,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Advanced,Class 10,CBSE,Mensuration
988,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Advanced,Class 6,CDC Nepal,Geometry
989,Mathematics,Find the value of tan 45°.,1,Basic,Class 10,CBSE,Trigonometry
990,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Advanced,Class 6,Nepal Curriculum,Fractions and Decimals
991,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,NCERT,Circles
992,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Advanced,Class 11,CBSE,Probability
993,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 8,CDC Nepal,Mensuration
994,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CDC Nepal,Mensuration
995,Mathematics,What is the area of a rectangle with length 13 cm and width 11 cm?,143 cm²,Basic,Class 10,CBSE,Mensuration
996,Mathematics,What is the sum of 68 and 21?,89,Advanced,Class 8,CDC Nepal,Addition
997,Mathematics,What is the sum of 24 and 99?,123,Basic,Class 8,CDC Nepal,Addition
998,Mathematics,What is the value of sin 30°?,01-Feb,Advanced,Class 10,NCERT,Trigonometry
999,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Basic,Class 6,CBSE,Fractions and Decimals
1000,Mathematics,Solve for x: 2x + 30 = 36,x = 3,Medium,Class 11,Nepal Curriculum,Linear Equations
1001,Mathematics,Solve for x: 4x + 20 = 64,x = 11,Medium,Class 10,CDC Nepal,Linear Equations
1002,Mathematics,What is 43 minus 39?,4,Basic,Class 10,CBSE,Subtraction
1003,Mathematics,Solve for x: 3x + 24 = 69,x = 15,Medium,Class 12,Nepal Curriculum,Linear Equations
1004,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 8,Nepal Curriculum,HCF and LCM
1005,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Medium,Class 7,Nepal Curriculum,Linear Equations
1006,Mathematics,What is the area of a rectangle with length 3 cm and width 13 cm?,39 cm²,Basic,Class 8,CBSE,Mensuration
1007,Mathematics,What is the area of a rectangle with length 5 cm and width 11 cm?,55 cm²,Medium,Class 7,CBSE,Mensuration
1008,Mathematics,What is the smallest prime number?,2,Medium,Class 6,Nepal Curriculum,Prime Numbers
1009,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Basic,Class 8,CBSE,Fractions and Decimals
1010,Mathematics,What is the slope of the line y = 2x + 3?,2,Medium,Class 8,Nepal Curriculum,Coordinate Geometry
1011,Mathematics,What is the area of a rectangle with length 14 cm and width 10 cm?,140 cm²,Medium,Class 11,NCERT,Mensuration
1012,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Basic,Class 6,NCERT,Fractions and Decimals
1013,Mathematics,Solve for x: 2x + 24 = 46,x = 11,Medium,Class 12,Nepal Curriculum,Linear Equations
1014,Mathematics,What is 78 multiplied by 67?,5226,Medium,Class 7,NCERT,Multiplication
1015,Mathematics,Solve for x: 2x + 26 = 66,x = 20,Medium,Class 9,CBSE,Linear Equations
1016,Mathematics,Solve: 3y - 7 = 14,y = 7,Medium,Class 7,CBSE,Linear Equations
1017,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Medium,Class 9,CDC Nepal,Statistics
1018,Mathematics,What is the area of a rectangle with length 9 cm and width 15 cm?,135 cm²,Basic,Class 6,CDC Nepal,Mensuration
1019,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,Nepal Curriculum,Linear Equations
1020,Mathematics,What is 70 minus 77?,-7,Basic,Class 10,NCERT,Subtraction
1021,Mathematics,What is 91 minus 44?,47,Medium,Class 10,Nepal Curriculum,Subtraction
1022,Mathematics,What is 58 multiplied by 47?,2726,Advanced,Class 11,CDC Nepal,Multiplication
1023,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Advanced,Class 8,CDC Nepal,Algebra
1024,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 9,CBSE,HCF and LCM
1025,Mathematics,What is the number of sides in a hexagon?,6,Advanced,Class 6,NCERT,Polygons
1026,Mathematics,Solve for x: 2x + 8 = 24,x = 8,Basic,Class 8,CBSE,Linear Equations
1027,Mathematics,What is the area of a rectangle with length 12 cm and width 9 cm?,108 cm²,Advanced,Class 6,CBSE,Mensuration
1028,Mathematics,Solve for x: 2x + 13 = 51,x = 19,Medium,Class 9,Nepal Curriculum,Linear Equations
1029,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 7,CBSE,HCF and LCM
1030,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Medium,Class 8,CBSE,Mensuration
1031,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Advanced,Class 8,NCERT,Algebra
1032,Mathematics,Find the value of tan 45°.,1,Advanced,Class 12,Nepal Curriculum,Trigonometry
1033,Mathematics,Solve for x: 2x + 22 = 46,x = 12,Medium,Class 12,CBSE,Linear Equations
1034,Mathematics,Solve for x: 5x + 15 = 95,x = 16,Basic,Class 6,Nepal Curriculum,Linear Equations
1035,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,Nepal Curriculum,HCF and LCM
1036,Mathematics,Solve for x: 2x + 9 = 15,x = 3,Medium,Class 10,NCERT,Linear Equations
1037,Mathematics,What is 66 multiplied by 86?,5676,Advanced,Class 8,CBSE,Multiplication
1038,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,NCERT,Algebra
1039,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,CBSE,HCF and LCM
1040,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,NCERT,HCF and LCM
1041,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Medium,Class 8,Nepal Curriculum,Commercial Mathematics
1042,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Advanced,Class 7,CDC Nepal,Mensuration
1043,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,CBSE,Mensuration
1044,Mathematics,What is the value of sin 30°?,01-Feb,Basic,Class 12,Nepal Curriculum,Trigonometry
1045,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Basic,Class 9,Nepal Curriculum,Statistics
1046,Mathematics,Solve for x: 3x + 21 = 72,x = 17,Basic,Class 8,NCERT,Linear Equations
1047,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 11,Nepal Curriculum,Coordinate Geometry
1048,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 8,Nepal Curriculum,Geometry
1049,Mathematics,Solve for x: 3x + 19 = 76,x = 19,Medium,Class 12,NCERT,Linear Equations
1050,Mathematics,"Find the mean of the numbers 4, 7, 10, 13.",8.5,Medium,Class 9,Nepal Curriculum,Statistics
1051,Mathematics,What is the sum of 24 and 76?,100,Basic,Class 9,CDC Nepal,Addition
1052,Mathematics,What is 73 minus 24?,49,Medium,Class 11,CBSE,Subtraction
1053,Mathematics,What is 62 minus 47?,15,Medium,Class 11,Nepal Curriculum,Subtraction
1054,Mathematics,What is 96 multiplied by 72?,6912,Medium,Class 12,NCERT,Multiplication
1055,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Advanced,Class 7,NCERT,Mensuration
1056,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,NCERT,Circles
1057,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Basic,Class 7,Nepal Curriculum,Circles
1058,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Basic,Class 9,CBSE,Commercial Mathematics
1059,Mathematics,What is the number of sides in a hexagon?,6,Advanced,Class 12,CDC Nepal,Polygons
1060,Mathematics,Find the value of tan 45°.,1,Medium,Class 10,CBSE,Trigonometry
1061,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 8,CBSE,Triangles
1062,Mathematics,What is 16 minus 18?,-2,Advanced,Class 7,NCERT,Subtraction
1063,Mathematics,What is the sum of 89 and 89?,178,Advanced,Class 9,NCERT,Addition
1064,Mathematics,What is 94 minus 73?,21,Medium,Class 10,CBSE,Subtraction
1065,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Advanced,Class 12,CDC Nepal,Linear Equations
1066,Mathematics,Solve for x: 5x + 19 = 84,x = 13,Basic,Class 6,NCERT,Linear Equations
1067,Mathematics,Convert 0.75 to a fraction in lowest terms.,03-Apr,Advanced,Class 6,CBSE,Fractions and Decimals
1068,Mathematics,What is the sum of 59 and 72?,131,Medium,Class 7,CDC Nepal,Addition
1069,Mathematics,Solve for x: 2x + 17 = 29,x = 6,Medium,Class 11,CBSE,Linear Equations
1070,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Advanced,Class 9,CBSE,Algebra
1071,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 11,CBSE,Coordinate Geometry
1072,Mathematics,What is the slope of the line y = 2x + 3?,2,Basic,Class 11,CBSE,Coordinate Geometry
1073,Mathematics,Solve: 3y - 7 = 14,y = 7,Medium,Class 7,CDC Nepal,Linear Equations
1074,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Basic,Class 10,CBSE,Probability
1075,Mathematics,What is 31 multiplied by 12?,372,Basic,Class 11,CBSE,Multiplication
1076,Mathematics,Solve: 3y - 7 = 14,y = 7,Advanced,Class 7,CDC Nepal,Linear Equations
1077,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Advanced,Class 8,CBSE,Commercial Mathematics
1078,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,NCERT,Circles
1079,Mathematics,Solve for x: 4x + 10 = 78,x = 17,Basic,Class 6,CBSE,Linear Equations
1080,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 7,NCERT,Linear Equations
1081,Mathematics,Solve for x: 5x + 30 = 80,x = 10,Medium,Class 10,Nepal Curriculum,Linear Equations
1082,Mathematics,What is the area of a rectangle with length 7 cm and width 4 cm?,28 cm²,Advanced,Class 6,CDC Nepal,Mensuration
1083,Mathematics,What is the area of a rectangle with length 7 cm and width 9 cm?,63 cm²,Basic,Class 8,CBSE,Mensuration
1084,Mathematics,What is the value of π approximately to two decimal places?,3.14,Medium,Class 9,CDC Nepal,Circles
1085,Mathematics,What is the area of a rectangle with length 11 cm and width 5 cm?,55 cm²,Basic,Class 10,CDC Nepal,Mensuration
1086,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Medium,Class 8,CDC Nepal,Triangles
1087,Mathematics,What is the area of a rectangle with length 8 cm and width 10 cm?,80 cm²,Advanced,Class 11,Nepal Curriculum,Mensuration
1088,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 8,CBSE,Algebra
1089,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Advanced,Class 6,CBSE,Mensuration
1090,Mathematics,Solve for x: 3x + 11 = 23,x = 4,Basic,Class 8,NCERT,Linear Equations
1091,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Medium,Class 8,CDC Nepal,Algebra
1092,Mathematics,Solve for x: 4x + 30 = 34,x = 1,Basic,Class 6,CBSE,Linear Equations
1093,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Advanced,Class 7,NCERT,Commercial Mathematics
1094,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Medium,Class 6,CBSE,Mensuration
1095,Mathematics,Solve for x: 3x + 8 = 23,x = 5,Medium,Class 9,NCERT,Linear Equations
1096,Mathematics,Solve for x: 3x + 24 = 33,x = 3,Medium,Class 12,NCERT,Linear Equations
1097,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Medium,Class 8,CDC Nepal,Probability
1098,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Basic,Class 7,CBSE,Geometry
1099,Mathematics,Solve for x: 2x + 15 = 39,x = 12,Basic,Class 8,CDC Nepal,Linear Equations
1100,Mathematics,Solve for x: 4x + 5 = 53,x = 12,Basic,Class 7,NCERT,Linear Equations
1101,Mathematics,Solve for x: 4x + 25 = 77,x = 13,Medium,Class 11,CBSE,Linear Equations
1102,Mathematics,What is the value of π approximately to two decimal places?,3.14,Basic,Class 11,NCERT,Circles
1103,Mathematics,What is the sum of 40 and 48?,88,Medium,Class 9,Nepal Curriculum,Addition
1104,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Medium,Class 11,NCERT,Mensuration
1105,Mathematics,What is the circumference of a circle with radius 7 cm? (Use π=22/7),44 cm,Medium,Class 9,CDC Nepal,Circles
1106,Mathematics,What is the area of a rectangle with length 11 cm and width 4 cm?,44 cm²,Basic,Class 12,CBSE,Mensuration
1107,Mathematics,Solve for x: 2x + 25 = 27,x = 1,Medium,Class 11,Nepal Curriculum,Linear Equations
1108,Mathematics,What is 35 minus 90?,-55,Advanced,Class 12,CBSE,Subtraction
1109,Mathematics,What is the area of a rectangle with length 15 cm and width 13 cm?,195 cm²,Basic,Class 6,Nepal Curriculum,Mensuration
1110,Mathematics,Solve for x: 4x + 10 = 30,x = 5,Medium,Class 11,CBSE,Linear Equations
1111,Mathematics,Solve for x: 5x + 23 = 88,x = 13,Basic,Class 7,Nepal Curriculum,Linear Equations
1112,Mathematics,What is the smallest prime number?,2,Advanced,Class 6,Nepal Curriculum,Prime Numbers
1113,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Basic,Class 9,CDC Nepal,Mensuration
1114,Mathematics,What is 57 multiplied by 31?,1767,Medium,Class 10,NCERT,Multiplication
1115,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Medium,Class 7,CDC Nepal,Mensuration
1116,Mathematics,What is the area of a rectangle with length 6 cm and width 9 cm?,54 cm²,Basic,Class 10,Nepal Curriculum,Mensuration
1117,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Medium,Class 8,CDC Nepal,Commercial Mathematics
1118,Mathematics,What is the area of a rectangle with length 6 cm and width 9 cm?,54 cm²,Basic,Class 10,Nepal Curriculum,Mensuration
1119,Mathematics,Find the probability of getting heads in a fair coin toss.,01-Feb,Basic,Class 7,CDC Nepal,Probability
1120,Mathematics,What is 70 minus 27?,43,Advanced,Class 8,CDC Nepal,Subtraction
1121,Mathematics,What is the area of a rectangle with length 7 cm and width 4 cm?,28 cm²,Medium,Class 11,NCERT,Mensuration
1122,Mathematics,Solve for x: 2x + 5 = 29,x = 12,Basic,Class 6,CBSE,Linear Equations
1123,Mathematics,What is the area of a rectangle with length 5 cm and width 11 cm?,55 cm²,Medium,Class 9,NCERT,Mensuration
1124,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 8,Nepal Curriculum,Triangles
1125,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Medium,Class 7,CBSE,Mensuration
1126,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 7,CBSE,Linear Equations
1127,Mathematics,What is the area of a rectangle with length 15 cm and width 7 cm?,105 cm²,Medium,Class 9,CBSE,Mensuration
1128,Mathematics,What is the HCF of 12 and 18?,6,Medium,Class 7,CDC Nepal,HCF and LCM
1129,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,Nepal Curriculum,HCF and LCM
1130,Mathematics,What is the formula for the volume of a cylinder?,πr²h,Basic,Class 8,CDC Nepal,Mensuration
1131,Mathematics,Solve for x: 5x + 19 = 109,x = 18,Medium,Class 9,CDC Nepal,Linear Equations
1132,Mathematics,What is the HCF of 12 and 18?,6,Basic,Class 6,NCERT,HCF and LCM
1133,Mathematics,Simplify: 2(x + 3) - 4x,-2x + 6,Basic,Class 8,Nepal Curriculum,Algebra
1134,Mathematics,What is the area of a rectangle with length 3 cm and width 11 cm?,33 cm²,Medium,Class 12,Nepal Curriculum,Mensuration
1135,Mathematics,What is the area of a rectangle with length 8 cm and width 3 cm?,24 cm²,Basic,Class 6,CBSE,Mensuration
1136,Mathematics,Solve for x: 4x + 9 = 25,x = 4,Medium,Class 11,NCERT,Linear Equations
1137,Mathematics,Find the simple interest on Rs. 1000 at 5% per annum for 2 years.,Rs. 100,Medium,Class 8,CBSE,Commercial Mathematics
1138,Mathematics,What is the area of a rectangle with length 10 cm and width 8 cm?,80 cm²,Medium,Class 6,Nepal Curriculum,Mensuration
1139,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Advanced,Class 7,CBSE,Linear Equations
1140,Mathematics,What is the sum of 42 and 32?,74,Basic,Class 11,CDC Nepal,Addition
1141,Mathematics,What is the value of sin 30°?,01-Feb,Basic,Class 10,CDC Nepal,Trigonometry
1142,Mathematics,What is the number of sides in a hexagon?,6,Basic,Class 6,CBSE,Polygons
1143,Mathematics,Find the value of tan 45°.,1,Advanced,Class 9,Nepal Curriculum,Trigonometry
1144,Mathematics,Find the sum of interior angles of a triangle.,180 degrees,Medium,Class 7,Nepal Curriculum,Geometry
1145,Mathematics,What is the area of a rectangle with length 9 cm and width 4 cm?,36 cm²,Medium,Class 9,CDC Nepal,Mensuration
1146,Mathematics,What is the area of a rectangle with length 4 cm and width 3 cm?,12 cm²,Basic,Class 10,CBSE,Mensuration
1147,Mathematics,What is the area of a triangle with base 6 cm and height 8 cm?,24 cm²,Basic,Class 11,NCERT,Mensuration
1148,Mathematics,Solve: 3y - 7 = 14,y = 7,Basic,Class 7,CDC Nepal,Linear Equations
1149,Mathematics,What is the HCF of 12 and 18?,6,Advanced,Class 6,Nepal Curriculum,HCF and LCM
1150,Mathematics,What is the area of a rectangle with length 3 cm and width 11 cm?,33 cm²,Advanced,Class 8,NCERT,Mensuration
1151,Mathematics,What is the area of a rectangle with length 12 cm and width 7 cm?,84 cm²,Basic,Class 9,CBSE,Mensuration
1152,Mathematics,What is the area of a rectangle with length 5 cm and width 3 cm?,15 cm²,Advanced,Class 6,NCERT,Mensuration
1153,Mathematics,Solve for x: 2x + 5 = 11,x = 3,Basic,Class 9,NCERT,Linear Equations
1154,Mathematics,What is the area of a rectangle with length 10 cm and width 15 cm?,150 cm²,Medium,Class 11,CDC Nepal,Mensuration
1155,Mathematics,What is 20 minus 87?,-67,Medium,Class 8,NCERT,Subtraction
1156,Mathematics,What is 31 minus 93?,-62,Basic,Class 6,CDC Nepal,Subtraction
1157,Mathematics,Solve for x: 4x + 27 = 107,x = 20,Medium,Class 12,CDC Nepal,Linear Equations
1158,Mathematics,What is 24 multiplied by 12?,288,Basic,Class 6,Nepal Curriculum,Multiplication
1159,Mathematics,What is the area of a rectangle with length 9 cm and width 13 cm?,117 cm²,Medium,Class 7,Nepal Curriculum,Mensuration
1160,Mathematics,What is the Pythagorean theorem?,a² + b² = c²,Basic,Class 8,CDC Nepal,Triangles
1161,Mathematics,Solve the quadratic equation x² - 5x + 6 = 0,x=2 or x=3,Basic,Class 10,CDC Nepal,Quadratic Equations
